id,name,categories,referralId,hasPerk,location.lat,location.lng,location.labeledLatLngs,location.cc,location.city,location.state,location.country,location.formattedAddress,location.address,location.postalCode,location.crossStreet,venuePage.id,location.neighborhood,delivery.id,delivery.url,delivery.provider.name,delivery.provider.icon.prefix,delivery.provider.icon.sizes,delivery.provider.icon.name
54cd6c94498e0db58a66f52b,Tous Les Jours,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.48902639066435,-121.92938745180665,"[{'label': 'display', 'lat': 37.48902639066435, 'lng': -121.92938745180665}]",US,Fremont,CA,United States,"['Fremont, CA', 'United States']",,,,,,,,,,,
527f0187498e4f765ccdeb74,"La More cafe, Inc.","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.49250338177205,-121.93010235087354,"[{'label': 'display', 'lat': 37.49250338177205, 'lng': -121.93010235087354}]",US,Fremont,CA,United States,"['46292 Warm Springs Blvd', 'Fremont, CA 94539', 'United States']",46292 Warm Springs Blvd,94539,,,,,,,,,
4c9fb0262fb1a1432e1ef640,Sogo Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.49343480992922,-121.9300587703112,"[{'label': 'display', 'lat': 37.49343480992922, 'lng': -121.9300587703112}]",US,Fremont,CA,United States,"['46196 Warm Springs Blvd', 'Fremont, CA 94539', 'United States']",46196 Warm Springs Blvd,94539,,,,,,,,,
4e9ca981b803b7506d57ceb2,Baker's Goods,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.501542407101816,-121.9292920635311,"[{'label': 'display', 'lat': 37.501542407101816, 'lng': -121.9292920635311}]",US,,California,United States,"['California', 'United States']",,,,,,,,,,,
5934469293bd6364b4f23b41,Sheng Kee Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.493475,-121.930135,"[{'label': 'display', 'lat': 37.493475, 'lng': -121.930135}]",US,Fremont,CA,United States,"['46196 Warm Springs Blvd', 'Fremont, CA 94539', 'United States']",46196 Warm Springs Blvd,94539,,,,,,,,,
4cba2dfec7228cfac87815ce,Chaelsy Patissier,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.49061218,-121.92674308,"[{'label': 'display', 'lat': 37.49061218, 'lng': -121.92674308}]",US,Fremont,CA,United States,"['46529 Mission Blvd', 'Fremont, CA 94539', 'United States']",46529 Mission Blvd,94539,,,,,,,,,
4f32b3fb19836c91c7f16b3c,Diamond Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.496521,-121.949701,"[{'label': 'display', 'lat': 37.496521, 'lng': -121.949701}, {'label': '?', 'lat': 37.496433, 'lng': -121.950174}]",US,Fremont,CA,United States,"['45300 Industrial Pl', 'Fremont, CA 94538', 'United States']",45300 Industrial Pl,94538,,,,,,,,,
4f43de0719836ed00190fe59,Sogo Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648265,False,37.489079,-121.928998,"[{'label': 'display', 'lat': 37.489079, 'lng': -121.928998}]",US,Fremont,CA,United States,"['46875 Warm Springs Blvd', 'Fremont, CA 94539', 'United States']",46875 Warm Springs Blvd,94539,,,,,,,,,
4d4c8ba2a064a1cd09314c0d,Chaelsey Bakery and Cafe,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648270,False,37.483861,-121.932305,"[{'label': 'display', 'lat': 37.483861, 'lng': -121.932305}]",US,Fremont,CA,United States,"['Warm Springs (at Mission Blvd)', 'Fremont, CA 94538', 'United States']",Warm Springs,94538,at Mission Blvd,,,,,,,,
524ee6e911d2183319fd4e13,Catered Too,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648272,False,37.476225164817976,-122.13443316503421,"[{'label': 'display', 'lat': 37.476225164817976, 'lng': -122.13443316503421}]",US,East Palo Alto,CA,United States,"['East Palo Alto, CA', 'United States']",,,,,,,,,,,
58040fc138fad71ff4ec2be1,Eva Sweet Patisserie,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648272,False,37.478287,-122.18701899999999,"[{'label': 'display', 'lat': 37.478287, 'lng': -122.18701899999999}, {'label': '?', 'lat': 37.478355, 'lng': -122.1873}]",US,Redwood City,CA,United States,"['3716 Florence St', 'Redwood City, CA 94063', 'United States']",3716 Florence St,94063,,,,,,,,,
56bd14ca498e9919a8a46080,Suisa & Son,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648275,False,37.45769722370531,-121.91006709073342,"[{'label': 'display', 'lat': 37.45769722370531, 'lng': -121.91006709073342}]",US,Milpitas,CA,United States,"['Milpitas, CA', 'United States']",,,,,,,,,,,
4d5ec1d3b6b9a1cdf5b46651,Emmanuel's Pizza & Bakery,"[{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}]",v-1586648278,False,37.46368533,-122.14560767,"[{'label': 'display', 'lat': 37.46368533, 'lng': -122.14560767}]",US,East Palo Alto,CA,United States,"['1435 E Bayshore Rd', 'East Palo Alto, CA 94303', 'United States']",1435 E Bayshore Rd,94303,,,,,,,,,
4aa68087f964a520ff4920e3,Studio Cake,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648278,False,37.458985420015324,-122.1529532636612,"[{'label': 'display', 'lat': 37.458985420015324, 'lng': -122.1529532636612}]",US,Menlo Park,CA,United States,"['101 Gilbert Ave', 'Menlo Park, CA', 'United States']",101 Gilbert Ave,,,,,,,,,,
4f3899efe4b0d9574e3e0701,Paris Baguette,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648278,False,37.46777358281261,-122.1427345275879,"[{'label': 'display', 'lat': 37.46777358281261, 'lng': -122.1427345275879}]",US,Menlo Park,CA,United States,"['Menlo Park, CA 94025', 'United States']",,94025,,,,,,,,,
4f325a2319836c91c7cf4cd5,Panaderia Michoacan,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648278,False,37.470828999999995,-122.20344399999999,"[{'label': 'display', 'lat': 37.470828999999995, 'lng': -122.20344399999999}, {'label': '?', 'lat': 37.471163, 'lng': -122.203417}]",US,Menlo Park,CA,United States,"['3266 Middlefield Rd', 'Menlo Park, CA 94025', 'United States']",3266 Middlefield Rd,94025,,,,,,,,,
4b747278f964a5203add2de3,Sheng Kee Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648281,False,37.45693294500664,-121.91068774469434,"[{'label': 'display', 'lat': 37.45693294500664, 'lng': -121.91068774469434}, {'label': '?', 'lat': 37.457023, 'lng': -121.910548}]",US,Milpitas,CA,United States,"['1842 N Milpitas Blvd (at Dixon Landing Rd.)', 'Milpitas, CA 95035', 'United States']",1842 N Milpitas Blvd,95035,at Dixon Landing Rd.,,,,,,,,
5da3dcdf7595dd00073abd08,Mian Bao House,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648281,False,37.455523,-121.909897,"[{'label': 'display', 'lat': 37.455523, 'lng': -121.909897}]",US,Milpitas,CA,United States,"['Milpitas, CA 95035', 'United States']",,95035,,,,,,,,,
4dfc3dea185009bba4de6f60,Kee Wah Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648281,False,37.4553248122636,-121.91007397805213,"[{'label': 'display', 'lat': 37.4553248122636, 'lng': -121.91007397805213}]",US,Milpitas,CA,United States,"['1718 N Milpitas Blvd (at Dixon Landing Rd)', 'Milpitas, CA 95035', 'United States']",1718 N Milpitas Blvd,95035,at Dixon Landing Rd,,,,,,,,
55d8f443498edc33c2cfcfc9,The Original Luisa & Son Bakeshop,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648281,False,37.4571540343016,-121.91085060171388,"[{'label': 'display', 'lat': 37.4571540343016, 'lng': -121.91085060171388}]",US,Milpitas,CA,United States,"['62 Dixon Rd', 'Milpitas, CA 95035', 'United States']",62 Dixon Rd,95035,,,,,,,,,
55da90d0498e11b2e967d51b,California Bakehouse,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648281,False,37.45529262729253,-121.9100726475685,"[{'label': 'display', 'lat': 37.45529262729253, 'lng': -121.9100726475685}]",US,Milpitas,CA,United States,"['1718 N Milpitas Blvd', 'Milpitas, CA 95035', 'United States']",1718 N Milpitas Blvd,95035,,,,,,,,,
49f7a66df964a520cc6c1fe3,Sprinkles Cupcakes,"[{'id': '4bf58dd8d48988d1bc941735', 'name': 'Cupcake Shop', 'pluralName': 'Cupcake Shops', 'shortName': 'Cupcakes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cupcakes_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.44234684391343,-122.17310851978802,"[{'label': 'display', 'lat': 37.44234684391343, 'lng': -122.17310851978802}]",US,Palo Alto,CA,United States,"['393 Stanford Shopping Ctr', 'Palo Alto, CA 94304', 'United States']",393 Stanford Shopping Ctr,94304,,574398792,,,,,,,
4e7ac120ae60a0e3b07026f4,Paris Baguette,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.447150954372646,-122.16055066729385,"[{'label': 'display', 'lat': 37.447150954372646, 'lng': -122.16055066729385}]",US,Palo Alto,CA,United States,"['383 University Ave (at Waverley St)', 'Palo Alto, CA 94301', 'United States']",383 University Ave,94301,at Waverley St,,,,,,,,
4b3d33f1f964a5202b9025e3,La Baguette,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.442957316973484,-122.17185686378585,"[{'label': 'display', 'lat': 37.442957316973484, 'lng': -122.17185686378585}]",US,Palo Alto,CA,United States,"['F-170 Stanford Shopping Ctr', 'Palo Alto, CA 94304', 'United States']",F-170 Stanford Shopping Ctr,94304,,,,,,,,,
5737efcdcd10997f59506ddc,Pink Posy Bakeshop,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.4427301,-122.170176,"[{'label': 'display', 'lat': 37.4427301, 'lng': -122.170176}]",US,Palo Alto,CA,United States,"['721 Stanford Shopping Ctr', 'Palo Alto, CA 94304', 'United States']",721 Stanford Shopping Ctr,94304,,,,,,,,,
59b744b616fa04346f6e85e2,Tuts Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.445563744951954,-122.16096043463928,"[{'label': 'display', 'lat': 37.445563744951954, 'lng': -122.16096043463928}]",US,Palo Alto,CA,United States,"['535 Bryant St (University)', 'Palo Alto, CA 94301', 'United States']",535 Bryant St,94301,University,,,,,,,,
4625d98ff964a520b8451fe3,The Prolific Oven,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.44658585111153,-122.15981494300691,"[{'label': 'display', 'lat': 37.44658585111153, 'lng': -122.15981494300691}, {'label': '?', 'lat': 37.446603, 'lng': -122.159822}]",US,Palo Alto,CA,United States,"['550 Waverley St (at University Ave)', 'Palo Alto, CA 94301', 'United States']",550 Waverley St,94301,at University Ave,,,,,,,,
4ce57e953c87224b35adb86b,Orange Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.446954594212336,-122.16049346967262,"[{'label': 'display', 'lat': 37.446954594212336, 'lng': -122.16049346967262}]",US,Palo Alto,CA,United States,"['364 University Ave', 'Palo Alto, CA 94301', 'United States']",364 University Ave,94301,,,,,,,,,
501ed583e4b0d7d70275e7c8,Chantal Guillon,"[{'id': '4bf58dd8d48988d1d0941735', 'name': 'Dessert Shop', 'pluralName': 'Dessert Shops', 'shortName': 'Desserts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.44761498391211,-122.15980494722155,"[{'label': 'display', 'lat': 37.44761498391211, 'lng': -122.15980494722155}, {'label': '?', 'lat': 37.447474, 'lng': -122.159888}]",US,Palo Alto,CA,United States,"['444 University Ave (Kipling St)', 'Palo Alto, CA 94301', 'United States']",444 University Ave,94301,Kipling St,,,,,,,,
50c7c826e4b0053bf9aa832e,Namesake Cheesecake,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.449846,-122.176573,"[{'label': 'display', 'lat': 37.449846, 'lng': -122.176573}, {'label': '?', 'lat': 37.449948, 'lng': -122.176709}]",US,Menlo Park,CA,United States,"['425 El Camino Real', 'Menlo Park, CA 94025', 'United States']",425 El Camino Real,94025,,,,,,,,,
4b9440bef964a520547134e3,Cocola Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.44279305750989,-122.17282952262161,"[{'label': 'display', 'lat': 37.44279305750989, 'lng': -122.17282952262161}]",US,Palo Alto,CA,United States,"['E-715 Stanford Shopping Ctr (at Sand Hill Rd)', 'Palo Alto, CA 94304', 'United States']",E-715 Stanford Shopping Ctr,94304,at Sand Hill Rd,,,,,,,,
4f5a97a4e4b02628c0505d4b,Confiserie Teuscher,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.44293295135966,-122.1721520275578,"[{'label': 'display', 'lat': 37.44293295135966, 'lng': -122.1721520275578}]",US,Palo Alto,CA,United States,"['Palo Alto, CA 94304', 'United States']",,94304,,,,,,,,,
55a374af498e1ef2efb9aa33,Pink Posy Cakery & Cafe,"[{'id': '4bf58dd8d48988d1bc941735', 'name': 'Cupcake Shop', 'pluralName': 'Cupcake Shops', 'shortName': 'Cupcakes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cupcakes_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.442257001112694,-122.1731400489807,"[{'label': 'display', 'lat': 37.442257001112694, 'lng': -122.1731400489807}]",US,Palo Alto,CA,United States,"['721 Stanford Shopping Ctr', 'Palo Alto, CA 94304', 'United States']",721 Stanford Shopping Ctr,94304,,,,,,,,,
4e49cccb1fc7a73d0db3d752,My Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.44218033605047,-122.17072069644928,"[{'label': 'display', 'lat': 37.44218033605047, 'lng': -122.17072069644928}]",US,Palo Alto,CA,United States,"['660 Stanford Shopping Ctr (Ste E715)', 'Palo Alto, CA 94304', 'United States']",660 Stanford Shopping Ctr,94304,Ste E715,,,,,,,,
4f32a4d619836c91c7ebca59,Boudin Sourdough Bakery and Cafe,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648283,False,37.442468,-122.170513,"[{'label': 'display', 'lat': 37.442468, 'lng': -122.170513}]",US,Palo Alto,CA,United States,"['660 Stanford Shopping Ctr', 'Palo Alto, CA 94304', 'United States']",660 Stanford Shopping Ctr,94304,,,,,,,,,
56194b44498ed60329b635fa,Mademoiselle Colette,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648284,False,37.45087220893301,-122.18534095744563,"[{'label': 'display', 'lat': 37.45087220893301, 'lng': -122.18534095744563}]",US,Menlo Park,CA,United States,"['816 Santa Cruz Ave', 'Menlo Park, CA 94025', 'United States']",816 Santa Cruz Ave,94025,,,Downtown Menlo Park,,,,,,
4f57cf0ee4b0db20502d06e9,SusieCakes,"[{'id': '4bf58dd8d48988d1bc941735', 'name': 'Cupcake Shop', 'pluralName': 'Cupcake Shops', 'shortName': 'Cupcakes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cupcakes_', 'suffix': '.png'}, 'primary': True}]",v-1586648284,False,37.45272431272689,-122.18392509743492,"[{'label': 'display', 'lat': 37.45272431272689, 'lng': -122.18392509743492}]",US,Menlo Park,CA,United States,"['642 Santa Cruz Ave (at El Camino Real)', 'Menlo Park, CA 94025', 'United States']",642 Santa Cruz Ave,94025,at El Camino Real,,,,,,,,
4c251e02c11dc9b671a42624,Gerry's Cakes,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648284,False,37.451925,-122.185331,"[{'label': 'display', 'lat': 37.451925, 'lng': -122.185331}, {'label': '?', 'lat': 37.452082, 'lng': -122.18535}]",US,Menlo Park,CA,United States,"['1141 Chestnut St', 'Menlo Park, CA 94025', 'United States']",1141 Chestnut St,94025,,48203651,,,,,,,
4b0edff1f964a5203a5c23e3,Golden Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648286,False,37.434912654380256,-121.88326800003784,"[{'label': 'display', 'lat': 37.434912654380256, 'lng': -121.88326800003784}, {'label': '?', 'lat': 37.435227, 'lng': -121.883344}]",US,Milpitas,CA,United States,"['30 S Park Victoria Dr', 'Milpitas, CA 95035', 'United States']",30 S Park Victoria Dr,95035,,,,,,,,,
4a75fb8bf964a520dee11fe3,Noah's Bagels,"[{'id': '4bf58dd8d48988d179941735', 'name': 'Bagel Shop', 'pluralName': 'Bagel Shops', 'shortName': 'Bagels', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bagels_', 'suffix': '.png'}, 'primary': True}]",v-1586648286,False,37.43463270210883,-121.9003976136446,"[{'label': 'display', 'lat': 37.43463270210883, 'lng': -121.9003976136446}, {'label': '?', 'lat': 37.434633, 'lng': -121.900465}]",US,Milpitas,CA,United States,"['124 N Milpitas Blvd', 'Milpitas, CA 95035', 'United States']",124 N Milpitas Blvd,95035,,,,,,,,,
537631e5498ec8877a65756f,Paris Baguette,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648287,False,37.428055655069805,-121.91138950434764,"[{'label': 'display', 'lat': 37.428055655069805, 'lng': -121.91138950434764}]",US,Milpitas,CA,United States,"['249 W Calaveras Blvd (at Serra Way)', 'Milpitas, CA 95035', 'United States']",249 W Calaveras Blvd,95035,at Serra Way,,,,,,,,
4b06f972f964a5209df422e3,Specialty’s Café & Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648287,False,37.43705679986257,-121.92228002745063,"[{'label': 'display', 'lat': 37.43705679986257, 'lng': -121.92228002745063}]",US,Milpitas,CA,United States,"['690 N McCarthy Blvd (at Ranch Dr)', 'Milpitas, CA 95035', 'United States']",690 N McCarthy Blvd,95035,at Ranch Dr,551805286,,,,,,,
4f43c1f519834bc91f58aeee,Beths Donuts,"[{'id': '4bf58dd8d48988d148941735', 'name': 'Donut Shop', 'pluralName': 'Donut Shops', 'shortName': 'Donuts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/donuts_', 'suffix': '.png'}, 'primary': True}]",v-1586648287,False,37.4282,-121.910408,"[{'label': 'display', 'lat': 37.4282, 'lng': -121.910408}]",US,Milpitas,CA,United States,"['263 W Calaveras Blvd', 'Milpitas, CA 95035', 'United States']",263 W Calaveras Blvd,95035,,,,,,,,,
5992cb936a5950154d2dd5de,Walmart Bakery,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648287,False,37.431466,-121.92108799999998,"[{'label': 'display', 'lat': 37.431466, 'lng': -121.92108799999998}]",US,Milpitas,CA,United States,"['301 Ranch Dr', 'Milpitas, CA 95035', 'United States']",301 Ranch Dr,95035,,,,,,,,,
534d7a18498ee5503646f7c5,3 G's cafe,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648289,False,37.43429000243309,-122.12273170313611,"[{'label': 'display', 'lat': 37.43429000243309, 'lng': -122.12273170313611}]",US,Palo Alto,CA,United States,"['456 Cambridge Ave', 'Palo Alto, CA 94306', 'United States']",456 Cambridge Ave,94306,,,,,,,,,
5d8fbbaffa32620007ed47d1,Misfits Bakehouse,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",v-1586648289,False,37.433224,-122.12946,"[{'label': 'display', 'lat': 37.433224, 'lng': -122.12946}]",US,Palo Alto,CA,United States,"['2706 Middlefield Rd', 'Palo Alto, CA 94306', 'United States']",2706 Middlefield Rd,94306,,,Midtown Palo Alto,,,,,,
